Rank,University,Location,Overall Score,Overall Teaching Score,Research Score,Research Quality,Industry Income Score,International Outlook Score
699,The University of Texas at San Antonio,United States,0.0,22.4,24.4,76.6,60.1,41.9
700,Ton Duc Thang University,Vietnam,0.0,14.9,14.5,89.0,26.1,60.9
701,Toronto Metropolitan University,Canada,0.0,19.5,31.4,59.9,67.7,63.3
702,"UEES, Espiritu Santo University",Ecuador,0.0,36.8,14.9,58.3,37.7,92.0
703,UiT The Arctic University of Norway,Norway,0.0,27.9,23.0,66.9,48.7,65.7
704,Ulster University,United Kingdom,0.0,21.7,22.4,63.2,52.7,84.9
705,Universidade Federal do Rio Grande do Sul,Brazil,0.0,36.7,24.1,53.3,56.1,34.8
706,Universitat Politcnica de Catalunya,Spain,0.0,33.4,20.8,58.0,74.7,61.3
707,Universit Cte d'Azur,France,0.0,27.2,22.6,64.1,64.4,80.3
708,Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),Malaysia,0.0,33.8,21.3,63.4,44.3,57.1
709,Universiti Pendidikan Sultan Idris,Malaysia,0.0,36.6,26.4,50.4,53.4,75.9
710,Universiti Putra Malaysia,Malaysia,0.0,36.1,28.8,51.5,51.0,79.0
711,Universiti Tenaga Nasional (UNITEN),Malaysia,0.0,25.6,17.5,64.1,75.6,64.2
712,University of Alaska Fairbanks,United States,0.0,34.0,31.0,55.3,51.9,70.3
713,University of Aveiro,Portugal,0.0,29.2,30.1,54.9,52.6,47.7
714,University of Bari Aldo Moro,Italy,0.0,19.8,25.7,74.4,61.7,37.5
715,University of Beira Interior,Portugal,0.0,21.2,22.9,67.3,42.0,52.2
716,University of Brighton,United Kingdom,0.0,19.2,19.4,66.4,64.1,86.8
717,University of Cagliari,Italy,0.0,33.1,22.6,67.0,62.1,41.0
718,University of Calabria,Italy,0.0,36.5,20.3,64.9,55.6,42.2
719,University of Crete,Greece,0.0,20.0,25.4,70.5,64.0,46.1
720,University of Denver,United States,0.0,37.7,24.7,64.3,55.5,39.8
721,University of Derby,United Kingdom,0.0,19.1,13.8,73.0,30.3,78.3
722,"University of Engineering and Technology, Taxila",Pakistan,0.0,21.4,14.4,83.5,24.2,47.7
723,University of Granada,Spain,0.0,28.8,26.4,62.2,55.2,55.1
724,University of Haifa,Israel,0.0,26.7,29.3,66.9,58.4,34.4
725,University of Hail,Saudi Arabia,0.0,22.2,11.5,73.2,24.3,77.4
726,University of Hertfordshire,United Kingdom,0.0,18.6,13.2,72.0,41.7,92.7
727,University of Insubria,Italy,0.0,18.4,23.1,80.7,46.9,40.8
728,University of Kaiserslautern,Germany,0.0,34.9,30.3,55.3,83.0,51.8
729,University of LAquila,Italy,0.0,33.4,23.6,66.1,77.8,38.3
730,University of Lille,France,0.0,31.8,24.0,57.4,65.5,67.7
731,University of Lincoln,United Kingdom,0.0,20.2,18.7,75.9,31.5,83.4
732,University of Lorraine,France,0.0,27.8,20.1,57.4,67.7,70.8
733,University of Malakand,Pakistan,0.0,26.4,12.7,74.1,31.1,50.0
734,"University of Maryland, Baltimore County",United States,0.0,28.0,25.1,61.1,66.3,55.9
735,University of Minho,Portugal,0.0,27.6,32.7,57.6,81.5,49.6
736,University of Mons,Belgium,0.0,25.8,31.4,59.5,64.2,73.0
737,"University of Nevada, Las Vegas",United States,0.0,28.3,25.7,69.2,51.1,36.8
738,University of New Brunswick UNB,Canada,0.0,22.1,23.6,61.9,67.1,81.2
739,University of North Carolina at Charlotte,United States,0.0,23.3,21.4,79.3,62.3,39.9
740,University of Palermo,Italy,0.0,32.4,25.8,64.7,51.3,36.6
741,University of Parma,Italy,0.0,20.4,23.7,73.8,66.0,38.2
742,University of Pretoria,South Africa,0.0,29.8,34.3,56.4,64.1,61.7
743,University of Rennes 1,France,0.0,33.1,20.4,53.2,71.4,62.5
744,University of Santiago de Compostela,Spain,0.0,30.2,21.7,58.7,44.9,48.1
745,University of Sassari,Italy,0.0,32.5,26.2,63.9,48.6,41.1
746,University of Stavanger,Norway,0.0,25.4,16.4,71.6,30.4,75.4
747,University of Tabriz,Iran,0.0,27.9,21.4,75.7,44.9,45.0
748,University of Texas at Arlington,United States,0.0,25.4,23.4,64.8,64.8,56.7
749,University of the Basque Country,Spain,0.0,27.8,23.9,66.3,60.2,45.2
750,University of the Sunshine Coast,Australia,0.0,21.0,28.2,70.7,56.9,69.1
751,University of the Western Cape,South Africa,0.0,23.8,24.8,63.9,23.6,65.1
752,UWE Bristol (University of the West of England),United Kingdom,0.0,18.7,15.1,80.2,55.0,81.9
753,University of the West of Scotland,United Kingdom,0.0,24.0,16.1,69.0,66.0,89.6
754,University of Toledo,United States,0.0,36.4,17.5,53.3,62.6,56.8
755,University of Tuscia,Italy,0.0,23.1,23.7,66.3,53.7,43.8
756,University of Udine,Italy,0.0,28.9,20.5,68.3,57.8,41.5
757,University of Warsaw,Poland,0.0,34.8,31.6,53.6,36.4,46.1
758,University of Wyoming,United States,0.0,35.1,19.4,59.3,53.0,38.6
759,Urmia University of Medical Sciences,Iran,0.0,42.5,11.5,67.6,20.2,27.7
760,VIT University,India,0.0,28.4,15.1,69.4,36.0,43.9
761,Wenzhou University,China,0.0,16.2,15.8,83.3,37.6,37.1
762,William & Mary,United States,0.0,40.5,21.9,56.6,43.8,38.0
763,Worcester Polytechnic Institute,United States,0.0,30.0,22.5,62.9,66.0,57.2
764,Xian Jiaotong-Liverpool University,China,0.0,19.8,16.3,69.8,38.8,76.2
765,Xidian University,China,0.0,27.5,25.5,63.6,92.6,25.7
766,Yeungnam University,South Korea,0.0,24.3,21.2,73.8,56.9,62.9
767,Zhejiang Normal University,China,0.0,20.4,20.2,78.9,59.4,34.7
768,Zhejiang University of Technology,China,0.0,21.4,23.1,65.3,85.8,30.5
769,Abdul Wali Khan University Mardan,Pakistan,0.0,18.8,12.7,81.2,21.8,49.4
770,Alagappa University,India,0.0,36.0,14.0,62.3,29.7,43.9
771,Al al-Bayt University,Jordan,0.0,12.6,11.3,76.4,17.1,51.9
772,Al-Azhar University,Egypt,0.0,19.9,11.5,69.7,22.0,57.2
773,Amedeo Avogadro University of Eastern Piedmont,Italy,0.0,13.3,23.4,71.6,51.2,49.5
774,Arak University of Medical Sciences,Iran,0.0,34.5,11.5,69.0,24.1,23.3
775,Aristotle University of Thessaloniki,Greece,0.0,21.3,19.3,64.6,60.6,36.8
776,Arts et Mtiers,France,0.0,31.0,20.1,38.4,75.9,68.2
777,Baheehir University,Turkey,0.0,18.3,23.2,59.1,35.0,62.1
778,Gazipur Agricultural University,Bangladesh,0.0,24.6,9.1,77.3,16.7,51.8
779,Bharathiar University,India,0.0,37.3,25.4,49.7,43.2,31.6
780,Birjand University of Medical Sciences,Iran,0.0,34.4,12.3,64.6,18.3,34.9
781,Birmingham City University,United Kingdom,0.0,18.3,12.1,66.6,23.3,84.9
782,Bucharest University of Economic Studies,Romania,0.0,18.9,11.6,79.6,18.6,29.8
783,Cairo University,Egypt,0.0,26.9,19.7,59.9,42.5,47.3
784,Cankaya University,Turkey,0.0,13.7,15.4,82.9,19.5,52.3
785,Carlos III University of Madrid,Spain,0.0,30.8,21.6,43.7,65.0,62.9
786,Catholic University of Portugal,Portugal,0.0,18.0,21.0,59.3,32.0,56.7
787,Changsha University of Science and Technology,China,0.0,15.8,14.7,70.1,66.8,26.0
788,Charles Sturt University,Australia,0.0,18.3,18.2,63.1,52.1,60.1
789,Chengdu University,China,0.0,18.6,13.4,76.9,32.8,28.0
790,China Pharmaceutical University,China,0.0,26.2,20.0,54.1,82.3,21.5
791,China University of Petroleum (East China),China,0.0,23.1,24.4,60.3,84.1,23.0
792,Chonnam National University,South Korea,0.0,32.2,28.8,45.2,64.2,31.4
793,Covenant University,Nigeria,0.0,23.1,25.0,51.0,53.9,47.2
794,CY Cergy Paris University,France,0.0,25.3,25.0,46.2,57.7,91.8
795,Czech University of Life Sciences Prague (CZU),Czechia,0.0,21.8,16.8,60.0,48.6,78.8
796,Daffodil International University (DIU),Bangladesh,0.0,12.1,11.5,82.6,18.9,65.2
797,Delhi Technological University,India,0.0,23.2,20.7,67.8,32.5,20.0
798,Etvs Lornd University,Hungary,0.0,30.2,21.0,53.5,36.9,51.6
799,European University Cyprus,Cyprus,0.0,21.0,15.6,61.8,19.5,91.6
800,Federal University of Minas Gerais,Brazil,0.0,40.9,21.5,40.3,49.5,32.4
801,Ferdowsi University of Mashhad,Iran,0.0,29.4,26.9,49.9,47.1,35.4
802,Florida Institute of Technology,United States,0.0,31.1,20.2,46.1,63.4,62.1
803,Gabriele dAnnunzio University,Italy,0.0,17.0,20.2,66.3,55.2,39.0
804,Glasgow Caledonian University,United Kingdom,0.0,18.5,13.7,63.9,47.4,79.4
805,Golestan University of Medical Sciences,Iran,0.0,38.3,10.8,63.0,22.1,30.3
806,Guangzhou Medical University,China,0.0,24.7,11.0,72.9,37.9,26.8
807,Guilan University of Medical Sciences,Iran,0.0,40.0,11.6,60.0,29.3,24.5
808,Hacettepe University,Turkey,0.0,30.7,29.3,50.2,65.6,26.8
809,Hanoi Medical University,Vietnam,0.0,33.9,11.4,62.1,34.9,47.6
810,Harbin Engineering University,China,0.0,26.8,31.5,47.3,91.9,23.8
811,Ilam University of Medical Sciences,Iran,0.0,32.9,12.0,66.7,19.2,25.0
812,Imam Khomeini International University,Iran,0.0,30.8,18.6,62.7,22.3,34.1
813,Indian Institute of Technology Gandhinagar,India,0.0,40.0,28.5,38.5,30.9,33.9
814,Indian Institute of Technology Guwahati,India,0.0,35.6,26.1,50.6,52.7,30.9
815,Indian Institute of Technology Ropar,India,0.0,38.8,20.0,47.5,32.9,24.4
816,Inha University,South Korea,0.0,30.9,27.6,44.2,77.5,39.2
817,Institute of Chemical Technology,India,0.0,34.3,22.7,53.8,63.0,17.9
818,"International Islamic University, Islamabad",Pakistan,0.0,20.2,11.4,77.3,20.3,58.6
819,Isfahan University of Medical Sciences,Iran,0.0,46.8,15.0,44.3,31.8,25.4
820,Jahangirnagar University,Bangladesh,0.0,25.4,9.7,75.4,19.3,49.5
821,Jamia Hamdard University,India,0.0,23.3,14.1,73.1,38.8,42.5
822,Jashore University of Science and Technology,Bangladesh,0.0,15.4,10.4,75.8,18.8,47.8
823,Jaume I University,Spain,0.0,25.4,22.0,53.0,47.5,45.9
824,Jawaharlal Nehru Technological University Anantapur (JNTUA),India,0.0,30.0,17.3,72.0,20.5,19.8
825,Jawaharlal Nehru University,India,0.0,42.8,23.7,47.1,38.5,23.7
826,Jaypee University of Information Technology,India,0.0,19.2,17.8,70.1,26.8,25.6
827,Jazan University,Saudi Arabia,0.0,21.7,11.0,70.3,19.5,76.7
828,Jeonbuk National University,South Korea,0.0,30.7,27.8,44.9,67.2,34.5
829,Jordan University of Science and Technology,Jordan,0.0,20.6,15.4,64.6,46.3,70.6
830,Jouf University,Saudi Arabia,0.0,24.2,13.5,65.7,19.3,76.8
831,JSS Academy of Higher Education and Research,India,0.0,39.0,10.8,50.2,25.1,53.5
832,Kadir Has University,Turkey,0.0,18.1,32.3,60.2,22.4,52.8
833,Kalasalingam Academy of Research and Education,India,0.0,28.5,9.1,71.8,22.9,47.7
834,Kaohsiung Medical University,Taiwan,0.0,27.1,27.7,44.6,83.0,30.9
835,Kerman University of Medical Sciences,Iran,0.0,41.8,14.8,57.1,20.0,25.2
836,Khwaja Fareed University of Engineering and Information Technology,Pakistan,0.0,12.0,11.9,75.7,36.9,51.3
837,King Mongkuts University of Technology Thonburi,Thailand,0.0,22.5,23.6,58.0,75.2,43.7
838,King Saud bin Abdulaziz University for Health Sciences,Saudi Arabia,0.0,42.7,19.5,41.5,45.8,60.6
839,Kingston University,United Kingdom,0.0,20.0,15.5,53.1,48.4,91.0
840,KL University,India,0.0,24.9,14.0,77.2,18.3,23.8
841,K.N. Toosi University of Technology,Iran,0.0,22.0,21.0,61.1,45.1,36.3
842,Lahore University of Management Sciences,Pakistan,0.0,25.7,19.7,60.6,38.1,52.1
843,Leeds Beckett University,United Kingdom,0.0,17.8,15.5,66.1,47.8,71.8
844,Lithuanian University of Health Sciences,Lithuania,0.0,28.9,13.3,59.9,27.0,56.3
845,Management & Science University (MSU),Malaysia,0.0,29.9,11.5,50.8,19.5,88.3
846,Manipal Academy of Higher Education,India,0.0,42.6,17.0,47.8,50.1,51.0
847,Mashhad University of Medical Sciences,Iran,0.0,33.8,15.3,61.9,34.1,30.4
848,Medical University of Lodz,Poland,0.0,29.0,11.3,65.1,43.0,32.0
849,Montanuniversitt Leoben,Austria,0.0,36.4,22.8,37.9,79.9,76.9
850,Najran University,Saudi Arabia,0.0,14.0,11.1,71.0,17.5,76.5
851,Nanjing Medical University,China,0.0,36.8,15.7,59.5,46.7,24.8
852,Nanjing Normal University,China,0.0,25.0,16.6,69.5,62.6,28.1
853,Nanjing University of Information Science and Technology,China,0.0,18.7,18.7,67.8,53.2,39.8
854,National Autonomous University of Mexico,Mexico,0.0,28.4,29.8,35.6,63.0,59.8
855,National Institute of Technology Rourkela,India,0.0,29.6,21.0,63.6,55.2,21.9
856,National Institute of Technology Silchar,India,0.0,33.9,17.3,64.8,20.6,20.9
857,"National Institute of Technology, Tiruchirappalli",India,0.0,31.3,17.2,58.6,34.0,21.6
858,National Technical University of Athens,Greece,0.0,30.3,23.5,55.1,54.4,35.4
859,National Veterinary School of Alfort (EnvA),France,0.0,44.3,11.8,44.3,46.4,55.7
860,New Mexico State University (Main campus),United States,0.0,27.4,23.2,58.0,56.0,44.8
861,North China Electric Power University,China,0.0,22.1,28.1,53.8,89.0,22.2
862,Northeast Agricultural University,China,0.0,18.6,13.1,81.4,37.8,18.3
863,Northeast Normal University,China,0.0,28.8,16.5,62.0,49.7,31.5
864,Northern Illinois University,United States,0.0,29.7,17.2,56.8,51.0,62.4
865,North South University,Bangladesh,0.0,14.8,10.7,80.3,24.3,45.9
866,North-West University,South Africa,0.0,21.2,19.9,64.9,48.3,57.5
867,Norwegian University of Life Sciences,Norway,0.0,30.8,15.1,59.7,39.0,68.6
868,Okayama University,Japan,0.0,35.7,22.7,38.5,87.2,37.7
869,Old Dominion University,United States,0.0,26.0,20.4,56.6,59.3,37.5
870,Ontario Tech University,Canada,0.0,17.7,25.0,61.4,53.6,64.0
871,Ozyegin University,Turkey,0.0,19.2,24.6,49.9,68.4,59.2
872,Pablo de Olavide University,Spain,0.0,23.6,18.3,59.0,52.2,52.0
873,Panthon-Sorbonne University  Paris 1,France,0.0,34.0,33.8,37.1,34.1,66.4
874,PMAS Arid Agriculture University Rawalpindi,Pakistan,0.0,27.8,12.5,61.8,23.6,48.3
875,Portland State University,United States,0.0,20.7,24.6,58.2,53.2,34.9
876,Reichman University,Israel,0.0,13.6,18.0,63.3,41.6,61.6
877,Reykjavk University,Iceland,0.0,17.1,25.0,62.8,29.7,61.5
878,Robert Gordon University,United Kingdom,0.0,17.2,13.4,61.4,38.0,88.3
879,Savitribai Phule Pune University,India,0.0,41.5,8.7,60.3,29.9,24.6
880,Shahid Beheshti University,Iran,0.0,31.0,25.1,47.3,57.5,29.0
881,Shahrekord University of Medical Sciences,Iran,0.0,32.0,10.9,66.7,19.3,22.1
882,Sheffield Hallam University,United Kingdom,0.0,18.9,14.0,62.0,33.7,72.0
883,Shiraz University,Iran,0.0,26.4,24.6,53.8,62.3,31.4
884,Shiraz University of Medical Sciences,Iran,0.0,46.1,14.2,55.2,31.4,24.8
885,Shri Mata Vaishno Devi University,India,0.0,23.6,17.7,71.8,21.1,24.5
886,Siksha O Anusandhan,India,0.0,44.5,18.8,46.5,47.0,21.2
887,Sogang University,South Korea,0.0,29.4,32.1,39.2,73.6,42.5
888,Southern Illinois University Carbondale,United States,0.0,37.1,23.6,43.3,76.7,40.7
889,Southwest Jiaotong University,China,0.0,26.4,22.8,57.5,87.3,22.0
890,Sumy State University,Ukraine,0.0,17.9,15.5,69.8,22.4,57.8
891,Teesside University,United Kingdom,0.0,19.0,14.2,68.8,28.2,86.9
892,The Islamia University of Bahawalpur,Pakistan,0.0,18.0,12.4,75.7,20.7,48.6
893,The Open University,United Kingdom,0.0,17.0,15.2,67.5,48.4,63.3
894,The University of Alabama,United States,0.0,27.1,22.1,61.3,46.1,38.9
895,Tokyo Medical University,Japan,0.0,35.3,17.0,53.1,69.5,21.2
896,Universidade Estadual Paulista (Unesp),Brazil,0.0,41.6,32.9,36.8,48.3,38.8
897,Universidade Federal de So Paulo (UNIFESP),Brazil,0.0,32.4,23.3,44.6,55.0,35.4
898,Universitat Internacional de Catalunya,Spain,0.0,22.6,16.5,57.1,23.9,69.5
899,Universitat Ramon Llull,Spain,0.0,19.8,17.2,65.5,34.1,75.9
900,Universit de Bretagne Occidentale,France,0.0,26.4,19.4,52.1,45.3,62.1
901,Universiti Teknologi Brunei,Brunei Darussalam,0.0,28.5,13.4,62.0,25.2,73.1
902,University of Alcal,Spain,0.0,27.5,17.0,53.6,43.3,58.5
903,University of Camerino (Unicam),Italy,0.0,18.9,18.3,58.3,56.8,52.5
904,University of Campania Luigi Vanvitelli,Italy,0.0,24.3,10.0,75.5,47.0,30.6
905,University of Cape Coast,Ghana,0.0,17.7,21.6,67.3,37.0,45.7
906,University of Castilla-La Mancha,Spain,0.0,24.0,18.5,55.7,55.0,44.5
907,University of Lancashire,United Kingdom,0.0,19.1,13.7,57.3,37.3,83.3
908,University of Central Punjab,Pakistan,0.0,13.4,10.5,78.4,19.2,49.0
909,University of Clermont Auvergne,France,0.0,20.9,18.4,52.1,59.7,67.8
910,University of Crdoba,Spain,0.0,25.9,20.4,62.1,43.3,52.3
911,University of Debrecen,Hungary,0.0,42.2,19.9,40.9,48.8,60.0
912,University of Delhi,India,0.0,41.2,27.5,43.2,53.2,23.8
913,"University of Engineering and Technology, Peshawar",Pakistan,0.0,28.5,12.0,63.4,26.3,49.6
914,University of Foggia,Italy,0.0,15.9,25.8,64.0,35.7,30.8
915,University of Girona,Spain,0.0,22.1,24.0,53.4,50.4,56.8
916,University of Gujrat,Pakistan,0.0,13.6,12.9,78.5,23.0,46.9
917,University of Indonesia,Indonesia,0.0,45.6,23.9,33.3,59.0,64.2
918,University of Jan,Spain,0.0,20.9,20.8,69.6,36.6,45.8
919,University of Kashan,Iran,0.0,28.2,17.8,67.7,28.0,33.2
920,University of Lahore,Pakistan,0.0,19.1,11.3,76.9,19.5,54.2
921,University of Ljubljana,Slovenia,0.0,25.9,21.5,54.9,68.5,42.3
922,University of Lleida,Spain,0.0,21.1,22.9,62.5,59.3,45.4
923,University of Malta,Malta,0.0,23.9,17.3,61.0,33.3,57.8
924,University of Management and Technology,Pakistan,0.0,16.6,10.7,82.2,26.3,51.3
925,University of Medicine and Pharmacy Carol Davila,Romania,0.0,26.3,11.6,67.6,28.1,37.6
926,University of Memphis,United States,0.0,30.7,19.5,50.2,62.0,37.1
927,University of Namur,Belgium,0.0,22.3,27.1,52.7,60.8,70.7
928,University of Nova Gorica,Slovenia,0.0,29.4,17.4,43.2,27.4,92.0
929,University of Regina,Canada,0.0,18.6,20.4,66.5,37.6,70.1
930,University of Rhode Island,United States,0.0,27.8,21.5,58.1,51.6,52.6
931,University of Roehampton,United Kingdom,0.0,22.1,21.8,55.9,29.3,86.5
932,University of Rome III,Italy,0.0,25.5,26.5,54.8,58.1,42.7
933,University of Salamanca,Spain,0.0,31.4,23.1,48.8,44.2,55.3
934,University of Salento,Italy,0.0,26.0,20.7,59.0,49.1,34.3
935,University of Salford,United Kingdom,0.0,19.7,15.3,62.5,53.7,84.2
936,University of Sannio,Italy,0.0,27.2,15.4,60.9,44.3,29.3
937,University of Savoie Mont Blanc,France,0.0,16.8,19.8,60.5,53.5,61.2
938,University of Seoul,South Korea,0.0,31.3,29.2,40.9,45.9,38.0
939,University of Seville,Spain,0.0,23.5,26.7,55.0,56.0,45.9
940,University of Tabuk,Saudi Arabia,0.0,22.4,10.5,69.0,20.8,76.2
941,University of Texas at El Paso,United States,0.0,26.6,30.4,44.0,39.8,45.6
942,University of the Balearic Islands,Spain,0.0,26.2,16.4,56.6,41.2,51.5
943,University of the Punjab,Pakistan,0.0,27.5,15.1,63.5,26.6,48.4
944,University of the South Pacific,Fiji,0.0,15.0,17.3,62.2,29.8,76.4
945,University of Tunis El Manar,Tunisia,0.0,44.5,25.4,29.7,66.5,54.9
946,"University of Veterinary and Animal Sciences, Lahore",Pakistan,0.0,21.3,16.3,68.0,46.1,53.6
947,University of Vic  Central University of Catalonia,Spain,0.0,21.8,13.4,73.3,21.1,59.7
948,University of Vigo,Spain,0.0,23.9,19.8,60.0,57.7,49.0
949,University of Westminster,United Kingdom,0.0,18.7,16.8,58.5,46.8,88.1
950,University of Wolverhampton,United Kingdom,0.0,19.2,14.9,60.2,48.1,80.3
951,Urmia University,Iran,0.0,29.8,22.6,59.8,37.4,43.0
952,Wakayama Medical University,Japan,0.0,34.7,12.9,58.1,61.8,19.8
953,Waseda University,Japan,0.0,33.8,27.1,42.7,66.4,54.3
954,Wenzhou Medical University,China,0.0,18.2,15.5,70.5,46.9,39.7
955,Wilfrid Laurier University,Canada,0.0,15.6,20.2,55.2,61.4,67.2
956,Yldz Technical University,Turkey,0.0,28.0,28.2,47.4,67.5,39.8
957,Yuan Ze University,Taiwan,0.0,19.8,26.2,46.8,79.5,53.5
958,Zahedan University of Medical Sciences,Iran,0.0,41.0,11.1,61.7,18.8,23.2
959,Zhejiang Gongshang University,China,0.0,21.0,13.2,69.4,39.8,38.5
960,"Adam Mickiewicz University, Pozna",Poland,0.0,19.6,30.7,44.4,32.3,38.1
961,AGH University of Krakow,Poland,0.0,27.6,21.3,38.5,69.0,32.6
962,Ahmadu Bello University,Nigeria,0.0,23.1,12.4,55.7,19.8,40.9
963,Ain Shams University,Egypt,0.0,26.8,16.4,46.2,39.4,53.2
964,Al-Baha University,Saudi Arabia,0.0,19.3,8.5,54.4,17.8,75.3
965,Al-Balqa Applied University,Jordan,0.0,13.1,15.5,61.3,28.2,45.1
966,Alexandria University,Egypt,0.0,19.2,18.6,59.5,29.9,52.6
967,Al-Zaytoonah University of Jordan,Jordan,0.0,12.5,16.6,59.5,17.9,70.8
968,"Amity University Rajasthan, Jaipur",India,0.0,23.6,12.5,65.6,17.4,30.4
969,Anadolu University,Turkey,0.0,26.1,11.0,60.0,20.6,33.1
970,Aswan University,Egypt,0.0,16.9,12.5,67.5,21.3,50.3
971,Atatrk University,Turkey,0.0,24.8,25.8,47.9,27.2,32.9
972,Ateneo de Manila University,Philippines,0.0,30.1,10.8,57.0,24.4,33.4
973,Athens University of Economics and Business,Greece,0.0,18.2,23.5,52.6,62.9,44.9
974,Austral University,Argentina,0.0,24.6,11.5,54.2,23.7,52.7
975,Azarbaijan Shahid Madani University,Iran,0.0,19.7,12.1,65.5,19.0,31.7
976,Bahauddin Zakariya University,Pakistan,0.0,20.1,12.9,63.5,21.6,48.5
977,Bahria University,Pakistan,0.0,13.7,10.2,72.2,25.7,49.3
978,Bangladesh Agricultural University (BAU),Bangladesh,0.0,24.4,9.6,60.1,22.1,49.4
979,Bangladesh University of Engineering and Technology,Bangladesh,0.0,22.5,16.4,62.2,33.1,31.6
980,Bartin University,Turkey,0.0,12.0,15.1,75.0,17.0,36.2
981,Benha University,Egypt,0.0,15.5,9.7,66.8,21.0,48.7
982,Beni-Suef University,Egypt,0.0,21.0,10.6,59.4,21.4,53.4
983,Birla Institute of Technology,India,0.0,24.8,17.9,56.9,41.0,20.0
984,Bowling Green State University,United States,0.0,23.1,14.3,57.2,39.7,30.0
985,BRAC University,Bangladesh,0.0,14.1,11.7,71.4,19.1,41.3
986,Brno University of Technology,Czechia,0.0,25.1,17.9,37.8,72.6,60.4
987,Cardiff Metropolitan University,United Kingdom,0.0,18.7,13.7,45.8,28.2,84.4
988,Central Michigan University,United States,0.0,29.1,16.6,50.9,45.6,34.5
989,Chiang Mai University,Thailand,0.0,28.6,19.4,46.5,52.2,39.9
990,Chiba University,Japan,0.0,33.3,20.4,42.8,68.5,34.4
991,Chittagong University of Engineering & Technology,Bangladesh,0.0,13.0,10.8,71.5,21.6,31.3
992,Chungbuk National University,South Korea,0.0,31.9,27.9,33.0,56.5,32.6
993,Chungnam National University,South Korea,0.0,29.7,29.9,36.0,76.0,25.5
994,Clarkson University,United States,0.0,32.1,18.0,38.4,63.7,64.4
995,Czech Technical University in Prague,Czechia,0.0,30.8,18.9,31.3,58.7,60.5
996,Damietta University,Egypt,0.0,16.9,9.1,70.2,18.7,46.9
997,Datta Meghe Institute of Higher Education & Research (Deemed to be University),India,0.0,26.6,10.2,59.1,19.4,36.6
998,Democritus University of Thrace,Greece,0.0,17.3,18.7,57.6,34.2,29.4
999,DIT University,India,0.0,14.8,12.4,71.6,16.5,25.9
1000,Dr B.R. Ambedkar National Institute of Technology Jalandhar,India,0.0,20.8,15.8,61.4,21.6,17.8
1001,"Dr D. Y. Patil Vidyapeeth, Pune",India,0.0,42.0,10.5,47.5,18.9,31.8
1002,Edge Hill University,United Kingdom,0.0,18.3,13.9,60.5,27.2,56.8
1003,European University of Madrid,Spain,0.0,22.5,10.2,58.9,17.6,62.9
1004,Fayoum University,Egypt,0.0,17.1,11.3,65.8,22.2,47.0
1005,Florida Agricultural and Mechanical University,United States,0.0,33.6,18.9,38.9,43.2,51.4
1006,Fujian Agriculture and Forestry University,China,0.0,18.0,14.7,64.5,41.5,31.3
1007,Fujita Health University,Japan,0.0,27.2,13.2,59.6,55.6,22.5
1008,Galgotias University,India,0.0,19.5,9.4,70.8,17.3,23.7
1009,Gdask University of Technology,Poland,0.0,18.8,18.6,52.4,53.5,39.4
1010,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,Pakistan,0.0,19.1,15.8,60.5,33.7,50.6
1011,GLA University,India,0.0,18.8,13.0,69.8,18.4,27.3
1012,Government College University Lahore,Pakistan,0.0,17.6,17.3,55.8,22.0,51.2
1013,Hakim Sabzevari University,Iran,0.0,15.7,12.0,65.9,18.5,41.5
1014,Hamadan University of Medical Sciences (UMSHA),Iran,0.0,33.5,16.9,55.8,22.0,24.3
1015,Hamamatsu University School of Medicine,Japan,0.0,32.1,18.4,42.4,60.3,24.4
1016,Hangzhou Normal University,China,0.0,16.0,14.0,68.2,37.6,28.3
1017,Hazara University Mansehra,Pakistan,0.0,18.1,11.9,68.3,16.5,48.9
1018,Huaqiao University,China,0.0,15.6,14.4,51.3,40.4,70.4
1019,Hungarian University of Agriculture and Life Sciences,Hungary,0.0,32.4,12.6,40.4,24.3,61.9
1020,Icesi University,Colombia,0.0,23.7,10.4,56.8,17.9,40.4
1021,IMT Nord Europe,France,0.0,33.0,29.0,22.8,64.5,71.8
1022,Indian Institute of Technology Mandi,India,0.0,35.2,13.8,51.0,25.8,28.4
1023,Indraprastha Institute of Information Technology Delhi,India,0.0,24.8,13.5,57.3,38.3,44.0
1024,Inn University,Turkey,0.0,24.1,10.5,63.6,19.1,22.4
1025,Institute of Space Technology,Pakistan,0.0,19.7,11.2,63.3,21.0,47.9
1026,Islamia College Peshawar,Pakistan,0.0,22.3,11.8,60.8,19.9,55.5
1027,Islamic University of Madinah,Saudi Arabia,0.0,31.0,10.5,49.4,22.1,87.3
1028,Istanbul Gelisim University,Turkey,0.0,10.7,9.4,74.2,15.9,61.2
1029,Istanbul University-Cerrahpaa,Turkey,0.0,27.0,21.5,40.6,58.5,26.2
1030,stinye University,Turkey,0.0,13.2,16.4,54.6,16.3,67.6
1031,Iuliu Haieganu University of Medicine and Pharmacy Cluj-Napoca,Romania,0.0,25.8,11.5,51.8,28.4,49.4
1032,Jadavpur University,India,0.0,36.1,16.3,45.3,48.1,19.5
1033,Jeju National University,South Korea,0.0,32.5,20.8,36.9,40.8,32.5
1034,Kanazawa University,Japan,0.0,34.7,20.0,34.5,72.1,34.4
